workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,vacuum,2e_K500,pread,e2e_us,10,1888.68,1403.62,1334.08,2886.14,1116.37,6242.51,10/10,robust,01=6242.5;02=1362.4;03=1303.5;04=1487.6;05=1625.0;06=1303.6;07=1417.0;08=1390.2;09=1116.4;10=1638.7
A,vacuum,2e_K500,pread,e2e_warm_us,10,1867.5,1382.94,1313.94,2863.68,1099.43,6214.8,10/10,robust,01=6214.8;02=1342.2;03=1283.1;04=1468.3;05=1604.9;06=1280.8;07=1393.4;08=1372.5;09=1099.4;10=1615.5
A,vacuum,2e_K500,pread,first_query_us,10,-62.38,-60.99,-72.2,-52.23,-81.44,-35.43,10/10,robust,01=-70.0;02=-47.8;03=-49.7;04=-52.0;05=-81.1;06=-80.1;07=-35.4;08=-51.6;09=-81.4;10=-74.8
A,vacuum,2f_slru,async,e2e_us,10,479.09,444.97,430.85,540.39,395.5,703.76,10/10,robust,01=703.8;02=480.5;03=410.9;04=461.8;05=410.3;06=427.3;07=500.4;08=428.2;09=395.5;10=572.4
A,vacuum,2f_slru,async,e2e_warm_us,10,458.24,426.55,411.07,517.75,376.09,676.37,10/10,robust,01=676.4;02=459.8;03=391.7;04=442.5;05=390.3;06=405.9;07=480.0;08=410.7;09=376.1;10=549.1
A,vacuum,2f_slru,async,first_query_us,10,-86.98,-87.7,-88.05,-85.61,-88.88,-81.98,10/10,robust,01=-82.0;02=-86.8;03=-88.4;04=-87.5;05=-88.6;06=-88.1;07=-86.6;08=-87.9;09=-88.9;10=-84.9
A,vacuum,2f_slru,pread,e2e_us,10,1340.68,1261.84,1221.15,1493.35,1138.32,1900.93,10/10,robust,01=1900.9;02=1324.1;03=1166.8;04=1274.3;05=1156.1;06=1225.6;07=1404.4;08=1249.3;09=1138.3;10=1566.9
A,vacuum,2f_slru,pread,e2e_warm_us,10,1319.83,1243.48,1201.59,1470.72,1118.74,1873.47,10/10,robust,01=1873.5;02=1304.1;03=1146.1;04=1255.4;05=1135.8;06=1205.5;07=1383.6;08=1231.6;09=1118.7;10=1544.1
A,vacuum,2f_slru,pread,first_query_us,10,-87.02,-87.76,-88.02,-85.75,-88.77,-82.35,10/10,robust,01=-82.4;02=-87.0;03=-88.4;04=-87.6;05=-88.5;06=-88.0;07=-86.6;08=-88.0;09=-88.8;10=-85.1
A,vacuum,layers_5,async,e2e_us,10,5.78,16.88,-6.64,17.27,-26.31,20.92,7/10,directional,01=18.9;02=-26.3;03=16.9;04=16.8;05=17.0;06=20.9;07=16.5;08=-20.8;09=-20.8;10=18.6
